NOM_USUEL;AAAAMM;RR;RR_ME;UMM;INST;TM
PARIS-MONTSOURIS;202112;77.3;;86.0;3606.0;7.6
PARIS-MONTSOURIS;202201;61.5;;84.0;4393.0;5.6
PARIS-MONTSOURIS;202202;30.2;;74.0;7163.0;8.4
PARIS-MONTSOURIS;202203;23.0;;62.0;11526.0;10.7
PARIS-MONTSOURIS;202204;56.0;;61.0;13393.0;12.3
PARIS-MONTSOURIS;202205;16.3;;61.0;15103.0;17.8
PARIS-MONTSOURIS;202206;77.5;;62.0;16292.0;20.5
PARIS-MONTSOURIS;202207;8.6;;53.0;20236.0;23.0
PARIS-MONTSOURIS;202208;70.2;;57.0;17046.0;23.3
PARIS-MONTSOURIS;202209;49.3;;71.0;9575.0;17.5
PARIS-MONTSOURIS;202210;49.2;;80.0;8688.0;16.3
PARIS-MONTSOURIS;202211;49.6;;85.0;4667.0;10.2
PARIS-MONTSOURIS;202212;52.0;;84.0;3043.0;5.7
PARIS-MONTSOURIS;202301;53.6;;82.0;2487.0;6.5
PARIS-MONTSOURIS;202302;1.6;;73.0;7944.0;7.5
PARIS-MONTSOURIS;202303;70.3;;70.0;5970.0;10.0
PARIS-MONTSOURIS;202304;65.7;;69.0;8995.0;11.5
PARIS-MONTSOURIS;202305;57.3;;67.0;15323.0;16.1
PARIS-MONTSOURIS;202306;37.6;;57.0;17960.0;22.4
PARIS-MONTSOURIS;202307;106.7;;61.0;13442.0;21.2
PARIS-MONTSOURIS;202308;62.6;;70.0;11085.0;20.8
PARIS-MONTSOURIS;202309;39.9;;69.0;12374.0;21.4
PARIS-MONTSOURIS;202310;89.2;;77.0;8927.0;15.6
PARIS-MONTSOURIS;202311;94.2;;83.0;4571.0;9.8
PARIS-MONTSOURIS;202312;60.3;;84.0;2530.0;8.1
PARIS-MONTSOURIS-DOUBLE;202001;;;;;7.0
PARIS-MONTSOURIS-DOUBLE;202002;;;;;9.3
PARIS-MONTSOURIS-DOUBLE;202003;;;;;9.2
PARIS-MONTSOURIS-DOUBLE;202004;;;;;15.4
PARIS-MONTSOURIS-DOUBLE;202005;;;;;16.5
PARIS-MONTSOURIS-DOUBLE;202006;;;;;19.0
PARIS-MONTSOURIS-DOUBLE;202007;;;;;20.8
PARIS-MONTSOURIS-DOUBLE;202008;;;;;22.6
PARIS-MONTSOURIS-DOUBLE;202009;;;;;19.0
PARIS-MONTSOURIS-DOUBLE;202010;;;;;12.8
PARIS-MONTSOURIS-DOUBLE;202011;;;;;10.4
PARIS-MONTSOURIS-DOUBLE;202012;;;;;7.1
PARIS-MONTSOURIS-DOUBLE;202101;;;;;5.1
PARIS-MONTSOURIS-DOUBLE;202102;;;;;7.1
PARIS-MONTSOURIS-DOUBLE;202103;;;;;9.0
PARIS-MONTSOURIS-DOUBLE;202104;;;;;10.1
PARIS-MONTSOURIS-DOUBLE;202105;;;;;13.5
PARIS-MONTSOURIS-DOUBLE;202106;;;;;20.2
PARIS-MONTSOURIS-DOUBLE;202107;;;;;20.3
PARIS-MONTSOURIS-DOUBLE;202108;;;;;19.2
PARIS-MONTSOURIS-DOUBLE;202109;;;;;19.0
PARIS-MONTSOURIS-DOUBLE;202110;;;;;13.1
PARIS-MONTSOURIS-DOUBLE;202111;;;;;7.7
PARIS-MONTSOURIS-DOUBLE;202112;;;;;7.5
PARIS-MONTSOURIS-DOUBLE;202201;;;;;5.6
PARIS-MONTSOURIS-DOUBLE;202202;;;;;8.3
PARIS-MONTSOURIS-DOUBLE;202203;;;;;10.5
PARIS-MONTSOURIS-DOUBLE;202204;;;;;12.0
PARIS-MONTSOURIS-DOUBLE;202205;;;;;17.4
PARIS-MONTSOURIS-DOUBLE;202206;;;;;20.2
PARIS-MONTSOURIS-DOUBLE;202207;;;;;22.7
PARIS-MONTSOURIS-DOUBLE;202208;;;;;23.1
PARIS-MONTSOURIS-DOUBLE;202209;;;;;17.3
PARIS-MONTSOURIS-DOUBLE;202210;;;;;16.2
PARIS-MONTSOURIS-DOUBLE;202211;;;;;10.2
PARIS-MONTSOURIS-DOUBLE;202212;;;;;5.6
PARIS-MONTSOURIS-DOUBLE;202301;;;;;6.4
PARIS-MONTSOURIS-DOUBLE;202302;;;;;7.4
PARIS-MONTSOURIS-DOUBLE;202303;;;;;9.8
PARIS-MONTSOURIS-DOUBLE;202304;;;;;11.2
PARIS-MONTSOURIS-DOUBLE;202305;;;;;15.7
PARIS-MONTSOURIS-DOUBLE;202306;;;;;22.1
PARIS-MONTSOURIS-DOUBLE;202307;;;;;21.0
PARIS-MONTSOURIS-DOUBLE;202308;;;;;20.5
PARIS-MONTSOURIS-DOUBLE;202309;;;;;21.1
PARIS-MONTSOURIS-DOUBLE;202310;;;;;15.5
PARIS-MONTSOURIS-DOUBLE;202311;;;;;9.8
PARIS-MONTSOURIS-DOUBLE;202312;;;;;8.1
BAGATELLE;202001;32.1;;;;
BAGATELLE;202002;93.6;;;;
BAGATELLE;202003;;50.0;;;
BAGATELLE;202004;;20.0;;;
BAGATELLE;202006;29.0;;;;
BAGATELLE;202007;4.4;;;;
BAGATELLE;202008;38.7;;;;
BAGATELLE;202009;47.6;;;;
BAGATELLE;202010;83.8;;;;
BAGATELLE;202011;17.6;;;;
BAGATELLE;202012;112.7;;;;
BAGATELLE;202101;87.7;;;;
BAGATELLE;202102;47.6;;;;
BAGATELLE;202103;37.4;;;;
BAGATELLE;202104;;36.0;;;
BAGATELLE;202105;63.3;;;;
BAGATELLE;202106;133.6;;;;
BAGATELLE;202107;82.0;;;;
BAGATELLE;202108;29.0;;;;
BAGATELLE;202109;52.7;;;;
BAGATELLE;202110;79.8;;;;
BAGATELLE;202111;29.2;;;;
BAGATELLE;202112;70.2;;;;
BAGATELLE;202201;61.1;;;;
BAGATELLE;202202;25.3;;;;
BAGATELLE;202203;17.6;;;;
BAGATELLE;202204;;50.0;;;
LONGCHAMP;202001;27.6;;85.0;5173.0;6.6
LONGCHAMP;202002;87.0;;77.0;5096.0;9.4
LONGCHAMP;202003;43.4;;70.0;9232.0;8.8
LONGCHAMP;202004;19.6;;64.0;15833.0;13.4
LONGCHAMP;202005;73.5;;63.0;18640.0;15.0
LONGCHAMP;202006;28.6;;66.0;12520.0;18.3
LONGCHAMP;202007;4.4;;58.0;16247.0;20.2
LONGCHAMP;202008;30.7;;64.0;12872.0;22.0
LONGCHAMP;202009;42.8;;68.0;12681.0;18.4
LONGCHAMP;202010;68.3;;81.0;5277.0;13.0
LONGCHAMP;202011;13.4;;84.0;7003.0;9.5
LONGCHAMP;202012;94.6;;87.0;2655.0;6.9
LONGCHAMP;202101;77.8;;85.0;2857.0;4.9
LONGCHAMP;202102;37.6;;75.0;6440.0;6.8
LONGCHAMP;202103;33.8;;71.0;10894.0;8.0
LONGCHAMP;202104;36.0;;64.0;14715.0;8.6
LONGCHAMP;202105;59.2;;70.0;11791.0;12.6
LONGCHAMP;202106;133.8;;74.0;13096.0;19.2
LONGCHAMP;202107;77.7;;73.0;11839.0;19.5
LONGCHAMP;202108;27.3;;74.0;9787.0;18.8
LONGCHAMP;202109;51.4;;78.0;12695.0;18.2
LONGCHAMP;202110;72.1;;84.0;10122.0;12.0
LONGCHAMP;202111;25.6;;87.0;5839.0;7.1
LONGCHAMP;202112;58.6;;87.0;3522.0;7.2
LONGCHAMP;202201;56.6;;87.0;4385.0;4.9
LONGCHAMP;202202;25.8;;76.0;7021.0;7.7
LONGCHAMP;202203;15.4;;69.0;10772.0;9.0
LONGCHAMP;202204;45.0;;67.0;13066.0;11.0
LONGCHAMP;202205;18.9;;68.0;14803.0;16.2
LONGCHAMP;202206;69.5;;67.0;16177.0;19.2
LONGCHAMP;202207;3.8;;58.0;19636.0;21.5
LONGCHAMP;202208;34.0;;61.0;16576.0;22.0
LONGCHAMP;202209;39.8;;73.0;9585.0;16.7
LONGCHAMP;202210;29.0;;82.0;8735.0;15.5
LONGCHAMP;202211;38.2;;85.0;5425.0;10.1
LONGCHAMP;202212;32.0;;84.0;2857.0;5.6
LONGCHAMP;202301;40.0;;82.0;2570.0;6.4
LONGCHAMP;202302;1.2;;76.0;7417.0;6.6
LONGCHAMP;202303;45.6;;72.0;6406.0;9.6
LONGCHAMP;202304;46.2;;73.0;9261.0;10.2
LONGCHAMP;202305;46.2;;71.0;14850.0;15.0
LONGCHAMP;202306;48.5;;62.0;18530.0;21.1
LONGCHAMP;202307;91.6;;65.0;13497.0;20.5
LONGCHAMP;202308;68.1;;74.0;11223.0;19.9
LONGCHAMP;202309;53.0;;74.0;12543.0;20.1
LONGCHAMP;202310;76.1;;79.0;9123.0;14.7
LONGCHAMP;202311;87.9;;83.0;4539.0;9.5
LONGCHAMP;202312;53.0;;82.0;3165.0;8.2
BUTTES CHAUMONT;202001;27.6;;;;
BUTTES CHAUMONT;202002;91.0;;;;
BUTTES CHAUMONT;202003;53.8;;;;
BUTTES CHAUMONT;202004;;20.0;;;
BUTTES CHAUMONT;202005;56.1;;;;
BUTTES CHAUMONT;202006;45.0;;;;
BUTTES CHAUMONT;202007;10.8;;;;
BUTTES CHAUMONT;202008;17.6;;;;
BUTTES CHAUMONT;202009;45.4;;;;
BUTTES CHAUMONT;202010;86.4;;;;
BUTTES CHAUMONT;202011;16.7;;;;
BUTTES CHAUMONT;202012;105.6;;;;
BUTTES CHAUMONT;202101;102.3;;;;
BUTTES CHAUMONT;202102;47.7;;;;
BUTTES CHAUMONT;202103;33.0;;;;
BUTTES CHAUMONT;202104;36.5;;;;
BUTTES CHAUMONT;202105;71.0;;;;
BUTTES CHAUMONT;202106;104.9;;;;
BUTTES CHAUMONT;202107;120.6;;;;
BUTTES CHAUMONT;202108;20.6;;;;
BUTTES CHAUMONT;202109;93.4;;;;
BUTTES CHAUMONT;202110;80.3;;;;
BUTTES CHAUMONT;202111;32.9;;;;
BUTTES CHAUMONT;202112;87.3;;;;
BUTTES CHAUMONT;202201;61.4;;;;
BUTTES CHAUMONT;202202;25.0;;;;
BUTTES CHAUMONT;202203;23.9;;;;
BUTTES CHAUMONT;202204;47.4;;;;
BUTTES CHAUMONT;202205;21.8;;;;
BUTTES CHAUMONT;202206;87.7;;;;
BUTTES CHAUMONT;202207;10.6;;;;
BUTTES CHAUMONT;202208;51.9;;;;
BUTTES CHAUMONT;202209;63.2;;;;
BUTTES CHAUMONT;202210;44.4;;;;
BUTTES CHAUMONT;202211;46.5;;;;
BUTTES CHAUMONT;202212;50.9;;;;
BUTTES CHAUMONT;202301;49.4;;;;
