NOM_USUEL;AAAAMM;RR;RR_ME;UMM;INST;TM
NICE;202001;21.6;;65.0;9125.0;11.0
NICE;202002;0.0;;63.0;10897.0;12.3
NICE;202003;72.6;;67.0;10569.0;12.0
NICE;202004;79.5;;65.0;15118.0;15.0
NICE;202005;77.9;;72.0;15850.0;18.9
NICE;202006;86.4;;72.0;18704.0;21.1
NICE;202007;2.6;;71.0;19673.0;24.8
NICE;202008;6.0;;66.0;19741.0;25.8
NICE;202009;78.9;;62.0;14502.0;22.6
NICE;202010;138.4;;73.0;10707.0;16.1
NICE;202011;2.4;;71.0;10633.0;14.8
NICE;202012;149.4;;73.0;6250.0;9.8
NICE;202101;101.9;;69.0;7199.0;8.8
NICE;202102;59.9;;74.0;8857.0;11.3
NICE;202103;8.4;;64.0;14698.0;12.0
NICE;202104;122.6;;70.0;11196.0;13.3
NICE;202105;38.0;;71.0;15806.0;17.2
NICE;202106;2.4;;72.0;18735.0;22.8
NICE;202107;4.6;;72.0;20236.0;24.3
NICE;202108;45.7;;66.0;19519.0;24.8
NICE;202109;47.3;;68.0;15033.0;22.7
NICE;202110;42.6;;67.0;12768.0;17.7
NICE;202111;84.0;;66.0;8849.0;13.8
NICE;202112;48.6;;62.0;10229.0;10.4
NICE;202201;11.3;;61.0;12782.0;9.6
NICE;202202;26.8;;64.0;12668.0;11.0
NICE;202203;18.9;;60.0;10273.0;11.8
NICE;202204;26.1;;64.0;15226.0;14.4
NICE;202205;2.2;;72.0;18047.0;19.7
NICE;202206;22.6;;68.0;20801.0;24.1
NICE;202207;0.6;;65.0;24111.0;27.1
NICE;202208;12.1;;62.0;19039.0;26.5
NICE;202209;40.5;;60.0;15389.0;22.7
NICE;202210;109.7;;74.0;13501.0;19.6
NICE;202211;82.7;;65.0;9854.0;14.9
NICE;202212;112.4;;74.0;6730.0;11.1
NICE;202301;45.2;;60.0;9335.0;10.3
NICE;202302;11.1;;63.0;9399.0;10.3
NICE;202303;1.4;;64.0;15663.0;13.4
NICE;202304;19.7;;66.0;16171.0;14.8
NICE;202305;38.8;;69.0;15843.0;18.8
NICE;202306;19.8;;72.0;16627.0;23.3
NICE;202307;2.8;;67.0;22412.0;26.2
NICE;202308;24.0;;62.0;20066.0;25.4
NICE;202309;43.7;;65.0;16766.0;23.3
NICE;202310;104.8;;70.0;12556.0;20.2
NICE;202311;29.0;;60.0;11427.0;13.5
NICE;202312;63.0;;68.0;9240.0;11.2
NICE-RIMIEZ;202001;24.2;;64.0;;9.8
NICE-RIMIEZ;202002;1.8;;60.0;;11.0
NICE-RIMIEZ;202003;83.6;;63.0;;10.8
NICE-RIMIEZ;202004;42.7;;58.0;;14.0
NICE-RIMIEZ;202005;91.4;;65.0;;17.8
NICE-RIMIEZ;202006;102.9;;67.0;;19.8
NICE-RIMIEZ;202007;3.2;;68.0;;23.1
NICE-RIMIEZ;202008;11.7;;62.0;;24.4
NICE-RIMIEZ;202009;53.4;;57.0;;21.4
NICE-RIMIEZ;202010;142.5;;71.0;;14.7
NICE-RIMIEZ;202011;7.0;;74.0;;13.2
NICE-RIMIEZ;202012;130.4;;75.0;;8.5
NICE-RIMIEZ;202101;98.8;;69.0;;7.5
NICE-RIMIEZ;202102;37.3;;72.0;;10.3
NICE-RIMIEZ;202103;12.2;;62.0;;10.7
NICE-RIMIEZ;202104;93.4;;67.0;;12.1
NICE-RIMIEZ;202105;54.1;;67.0;;15.9
NICE-RIMIEZ;202106;1.6;;66.0;;21.7
NICE-RIMIEZ;202107;31.4;;69.0;;23.1
NICE-RIMIEZ;202108;9.4;;62.0;;23.5
NICE-RIMIEZ;202109;26.4;;65.0;;21.5
NICE-RIMIEZ;202110;66.2;;70.0;;16.3
NICE-RIMIEZ;202111;70.3;;63.0;;13.0
NICE-RIMIEZ;202112;44.7;;66.0;;9.3
NICE-RIMIEZ;202201;7.7;;68.0;;8.6
NICE-RIMIEZ;202202;23.4;;64.0;;9.9
NICE-RIMIEZ;202203;20.1;;57.0;;10.8
NICE-RIMIEZ;202204;29.0;;60.0;;13.4
NICE-RIMIEZ;202205;4.4;;68.0;;18.9
NICE-RIMIEZ;202206;38.2;;62.0;;23.4
NICE-RIMIEZ;202207;2.4;;62.0;;25.9
NICE-RIMIEZ;202208;16.6;;60.0;;25.1
NICE-RIMIEZ;202209;40.5;;60.0;;21.3
NICE-RIMIEZ;202210;33.1;;76.0;;18.4
NICE-RIMIEZ;202211;96.1;;66.0;;13.7
NICE-RIMIEZ;202212;127.5;;78.0;;10.2
NICE-RIMIEZ;202301;56.4;;62.0;;9.1
NICE-RIMIEZ;202302;9.5;;65.0;;8.9
NICE-RIMIEZ;202303;2.6;;60.0;;12.1
NICE-RIMIEZ;202304;24.8;;62.0;;13.6
NICE-RIMIEZ;202305;56.1;;65.0;;17.7
NICE-RIMIEZ;202306;14.8;;70.0;;22.1
NICE-RIMIEZ;202307;1.6;;65.0;;25.2
NICE-RIMIEZ;202308;65.8;;56.0;;24.6
NICE-RIMIEZ;202309;52.3;;63.0;;22.0
NICE-RIMIEZ;202310;109.3;;72.0;;18.7
NICE-RIMIEZ;202311;47.8;;61.0;;12.6
NICE-RIMIEZ;202312;62.5;;70.0;;10.4
MARSEILLE-OBS;202001;20.7;;;;11.1
MARSEILLE-OBS;202002;5.2;;;;12.3
MARSEILLE-OBS;202003;10.0;;;;12.6
MARSEILLE-OBS;202004;53.9;;;;15.5
MARSEILLE-OBS;202005;72.9;;;;20.0
MARSEILLE-OBS;202006;25.3;;;;22.0
MARSEILLE-OBS;202007;0.0;;;;25.7
MARSEILLE-OBS;202008;5.0;;;;25.8
MARSEILLE-OBS;202009;31.3;;;;21.9
MARSEILLE-OBS;202010;17.0;;;;15.9
MARSEILLE-OBS;202011;13.8;;;;14.9
MARSEILLE-OBS;202012;54.5;;;;9.7
MARSEILLE-OBS;202101;49.3;;;;8.1
MARSEILLE-OBS;202102;32.1;;;;12.0
MARSEILLE-OBS;202103;2.6;;;;12.0
MARSEILLE-OBS;202104;51.1;;;;13.5
MARSEILLE-OBS;202105;64.0;;;;17.2
MARSEILLE-OBS;202106;4.4;;;;24.1
MARSEILLE-OBS;202107;4.4;;;;25.4
MARSEILLE-OBS;202108;14.0;;;;24.3
MARSEILLE-OBS;202109;61.9;;;;22.9
MARSEILLE-OBS;202110;111.4;;;;17.4
MARSEILLE-OBS;202111;112.4;;;;12.6
MARSEILLE-OBS;202112;48.1;;;;10.0
MARSEILLE-OBS;202201;0.4;;;;8.7
MARSEILLE-OBS;202202;19.9;;;;11.4
MARSEILLE-OBS;202203;9.4;;;;12.6
MARSEILLE-OBS;202204;19.3;;;;14.5
MARSEILLE-OBS;202205;29.5;;;;20.8
MARSEILLE-OBS;202206;8.8;;;;25.8
MARSEILLE-OBS;202207;0.0;;;;27.5
MARSEILLE-OBS;202208;63.2;;;;27.1
MARSEILLE-OBS;202209;62.2;;;;22.3
MARSEILLE-OBS;202210;2.0;;;;20.7
MARSEILLE-OBS;202211;44.6;;;;14.7
MARSEILLE-OBS;202212;74.2;;;;11.6
MARSEILLE-OBS;202301;2.2;;;;9.3
MARSEILLE-OBS;202302;19.9;;;;10.0
MARSEILLE-OBS;202303;3.4;;;;13.2
MARSEILLE-OBS;202304;6.2;;;;15.6
MARSEILLE-OBS;202305;58.0;;;;19.2
MARSEILLE-OBS;202306;41.6;;;;24.4
MARSEILLE-OBS;202307;9.9;;;;27.0
MARSEILLE-OBS;202308;34.7;;;;25.4
MARSEILLE-OBS;202309;46.2;;;;23.5
MARSEILLE-OBS;202310;30.3;;;;19.9
MARSEILLE-OBS;202311;23.2;;;;12.9
MARSEILLE-OBS;202312;28.3;;;;11.1
MARSEILLE-ST BARNABE;202001;17.8;;;;
MARSEILLE-ST BARNABE;202002;5.2;;;;
MARSEILLE-ST BARNABE;202003;31.6;;;;
MARSEILLE-ST BARNABE;202004;55.5;;;;
MARSEILLE-ST BARNABE;202005;93.6;;;;
MARSEILLE-ST BARNABE;202006;18.1;;;;
MARSEILLE-ST BARNABE;202007;0.0;;;;
MARSEILLE-ST BARNABE;202008;10.6;;;;
MARSEILLE-ST BARNABE;202009;60.6;;;;
MARSEILLE-ST BARNABE;202010;20.1;;;;
MARSEILLE-ST BARNABE;202011;17.0;;;;
MARSEILLE-ST BARNABE;202012;61.7;;;;
MARSEILLE-ST BARNABE;202101;74.1;;;;
MARSEILLE-ST BARNABE;202102;35.2;;;;
MARSEILLE-ST BARNABE;202103;3.0;;;;
MARSEILLE-ST BARNABE;202104;56.6;;;;
MARSEILLE-ST BARNABE;202105;71.2;;;;
MARSEILLE-ST BARNABE;202106;2.0;;;;
MARSEILLE-ST BARNABE;202107;5.2;;;;
MARSEILLE-ST BARNABE;202108;10.7;;;;
MARSEILLE-ST BARNABE;202109;61.7;;;;
MARSEILLE-ST BARNABE;202110;175.0;;;;
MARSEILLE-ST BARNABE;202111;101.0;;;;
MARSEILLE-ST BARNABE;202112;56.0;;;;
MARSEILLE-STE MARTHE;202001;20.4;;;;
MARSEILLE-STE MARTHE;202002;7.1;;;;
MARSEILLE-STE MARTHE;202003;16.3;;;;
MARSEILLE-STE MARTHE;202004;65.0;;;;
MARSEILLE-STE MARTHE;202005;92.0;;;;
MARSEILLE-STE MARTHE;202006;25.2;;;;
MARSEILLE-STE MARTHE;202007;0.0;;;;
MARSEILLE-STE MARTHE;202008;4.3;;;;
MARSEILLE-STE MARTHE;202009;33.8;;;;
MARSEILLE-STE MARTHE;202010;18.5;;;;
MARSEILLE-STE MARTHE;202011;14.0;;;;
MARSEILLE-STE MARTHE;202012;54.8;;;;
MARSEILLE-STE MARTHE;202101;69.0;;;;
MARSEILLE-STE MARTHE;202102;30.0;;;;
MARSEILLE-STE MARTHE;202103;5.0;;;;
MARSEILLE-STE MARTHE;202104;49.0;;;;
MARSEILLE-STE MARTHE;202105;65.7;;;;
MARSEILLE-STE MARTHE;202106;3.7;;;;
MARSEILLE-STE MARTHE;202107;5.6;;;;
MARSEILLE-STE MARTHE;202108;13.1;;;;
MARSEILLE-STE MARTHE;202109;56.1;;;;
MARSEILLE-STE MARTHE;202110;172.6;;;;
MARSEILLE-STE MARTHE;202111;103.3;;;;
MARSEILLE-STE MARTHE;202112;48.1;;;;
MARSEILLE;202001;25.4;;76.0;;9.9
MARSEILLE;202002;9.2;;67.0;;11.1
MARSEILLE;202003;18.8;;65.0;;11.4
MARSEILLE;202004;61.0;;63.0;;14.3
MARSEILLE;202005;77.1;;68.0;;18.8
MARSEILLE;202006;19.3;;60.0;;21.0
MARSEILLE;202007;2.2;;54.0;;25.0
MARSEILLE;202008;6.4;;53.0;;25.2
MARSEILLE;202009;63.8;;66.0;;21.0
MARSEILLE;202010;32.8;;71.0;;14.9
MARSEILLE;202011;26.9;;76.0;;13.6
MARSEILLE;202012;57.5;;79.0;;8.4
MARSEILLE;202101;56.6;;73.0;;7.2
MARSEILLE;202102;42.7;;73.0;;11.1
MARSEILLE;202103;4.8;;63.0;;10.9
MARSEILLE;202104;71.0;;63.0;;12.3
MARSEILLE;202105;76.6;;64.0;;16.1
MARSEILLE;202106;4.8;;59.0;;23.0
MARSEILLE;202107;6.2;;56.0;;25.0
MARSEILLE;202108;13.5;;54.0;;23.8
MARSEILLE;202109;62.2;;64.0;;22.0
MARSEILLE;202110;252.3;;71.0;;16.3
MARSEILLE;202111;111.6;;74.0;;11.6
MARSEILLE;202112;54.0;;78.0;;8.9
MARSEILLE;202201;2.0;;67.0;;7.8
MARSEILLE;202202;38.1;;66.0;;10.2
MARSEILLE;202203;11.8;;62.0;;11.2
MARSEILLE;202204;25.8;;63.0;;13.4
MARSEILLE;202205;20.8;;61.0;;19.7
MARSEILLE;202206;12.7;;53.0;;25.1
MARSEILLE;202207;1.0;;51.0;;26.7
MARSEILLE;202208;72.6;;59.0;;26.1
MARSEILLE;202209;56.9;;64.0;;21.2
MARSEILLE;202210;9.4;;76.0;;19.7
MARSEILLE;202211;70.8;;74.0;;13.4
MARSEILLE;202212;101.3;;83.0;;10.4
MARSEILLE;202301;4.8;;68.0;;8.3
MARSEILLE;202302;26.4;;70.0;;9.1
MARSEILLE;202303;6.2;;66.0;;12.2
MARSEILLE;202304;8.6;;59.0;;14.6
MARSEILLE;202305;76.8;;66.0;;18.1
MARSEILLE;202306;61.3;;65.0;;23.1
MARSEILLE;202307;7.6;;53.0;;26.4
MARSEILLE;202308;35.3;;50.0;;24.9
MARSEILLE;202309;52.2;;64.0;;22.5
MARSEILLE;202310;63.6;;73.0;;19.1
MARSEILLE;202311;32.4;;72.0;;12.0
MARSEILLE;202312;51.6;;74.0;;10.1
TOULOUSE-BLAGNAC;202001;59.4;;84.0;5915.0;8.0
TOULOUSE-BLAGNAC;202002;29.7;;80.0;8578.0;10.3
TOULOUSE-BLAGNAC;202003;57.8;;74.0;10447.0;10.7
TOULOUSE-BLAGNAC;202004;52.9;;70.0;10643.0;15.4
TOULOUSE-BLAGNAC;202005;58.3;;70.0;16923.0;18.5
TOULOUSE-BLAGNAC;202006;88.3;;70.0;12478.0;19.7
TOULOUSE-BLAGNAC;202007;3.4;;59.0;17679.0;23.5
TOULOUSE-BLAGNAC;202008;24.6;;60.0;14688.0;24.3
TOULOUSE-BLAGNAC;202009;38.2;;64.0;12911.0;20.4
TOULOUSE-BLAGNAC;202010;81.0;;81.0;7659.0;13.7
TOULOUSE-BLAGNAC;202011;15.1;;82.0;9698.0;12.2
TOULOUSE-BLAGNAC;202012;116.0;;87.0;3109.0;7.6
TOULOUSE-BLAGNAC;202101;72.1;;84.0;4474.0;5.3
TOULOUSE-BLAGNAC;202102;26.9;;82.0;7413.0;10.9
TOULOUSE-BLAGNAC;202103;16.2;;71.0;12291.0;10.5
TOULOUSE-BLAGNAC;202104;22.6;;61.0;13753.0;12.2
TOULOUSE-BLAGNAC;202105;63.9;;71.0;13091.0;15.2
TOULOUSE-BLAGNAC;202106;55.7;;69.0;14176.0;21.5
TOULOUSE-BLAGNAC;202107;92.5;;71.0;13697.0;21.8
TOULOUSE-BLAGNAC;202108;12.8;;66.0;16282.0;21.9
TOULOUSE-BLAGNAC;202109;69.7;;75.0;10782.0;21.4
TOULOUSE-BLAGNAC;202110;45.9;;77.0;11657.0;14.8
TOULOUSE-BLAGNAC;202111;44.2;;88.0;3803.0;8.5
TOULOUSE-BLAGNAC;202112;71.6;;87.0;7109.0;8.2
TOULOUSE-BLAGNAC;202201;59.9;;89.0;8129.0;4.3
TOULOUSE-BLAGNAC;202202;13.1;;78.0;7777.0;9.4
TOULOUSE-BLAGNAC;202203;79.2;;73.0;8825.0;11.4
TOULOUSE-BLAGNAC;202204;43.8;;74.0;9384.0;12.6
TOULOUSE-BLAGNAC;202205;2.6;;63.0;16586.0;19.8
TOULOUSE-BLAGNAC;202206;40.5;;65.0;14659.0;23.3
TOULOUSE-BLAGNAC;202207;2.6;;52.0;21419.0;25.5
TOULOUSE-BLAGNAC;202208;19.8;;55.0;17080.0;26.3
TOULOUSE-BLAGNAC;202209;33.2;;64.0;12762.0;21.0
TOULOUSE-BLAGNAC;202210;9.7;;75.0;9769.0;19.9
TOULOUSE-BLAGNAC;202211;74.3;;84.0;6438.0;12.2
TOULOUSE-BLAGNAC;202212;18.8;;86.0;6164.0;9.0
TOULOUSE-BLAGNAC;202301;63.1;;84.0;3753.0;6.1
TOULOUSE-BLAGNAC;202302;8.8;;74.0;10433.0;7.0
TOULOUSE-BLAGNAC;202303;46.5;;73.0;9432.0;11.5
TOULOUSE-BLAGNAC;202304;51.7;;72.0;11314.0;13.5
TOULOUSE-BLAGNAC;202305;50.8;;72.0;12806.0;17.5
TOULOUSE-BLAGNAC;202306;131.9;;71.0;13054.0;22.6
TOULOUSE-BLAGNAC;202307;13.7;;64.0;15976.0;23.9
TOULOUSE-BLAGNAC;202308;31.4;;60.0;16170.0;25.0
TOULOUSE-BLAGNAC;202309;23.2;;61.0;15412.0;23.1
TOULOUSE-BLAGNAC;202310;43.2;;68.0;11298.0;18.7
TOULOUSE-BLAGNAC;202311;84.8;;82.0;6184.0;11.1
TOULOUSE-BLAGNAC;202312;51.6;;87.0;4961.0;8.2
TOULOUSE-FRANCAZAL;202001;57.7;;81.0;;8.1
TOULOUSE-FRANCAZAL;202002;30.7;;77.0;;10.4
TOULOUSE-FRANCAZAL;202003;55.7;;72.0;;10.7
TOULOUSE-FRANCAZAL;202004;57.4;;68.0;;15.3
TOULOUSE-FRANCAZAL;202005;48.4;;69.0;;18.5
TOULOUSE-FRANCAZAL;202006;48.8;;67.0;;19.9
TOULOUSE-FRANCAZAL;202007;3.6;;59.0;;23.6
TOULOUSE-FRANCAZAL;202008;20.0;;61.0;;24.2
TOULOUSE-FRANCAZAL;202009;44.5;;64.0;;20.4
TOULOUSE-FRANCAZAL;202010;80.4;;81.0;;13.7
TOULOUSE-FRANCAZAL;202011;15.6;;83.0;;12.1
TOULOUSE-FRANCAZAL;202012;129.9;;87.0;;7.7
TOULOUSE-FRANCAZAL;202101;69.3;;84.0;;5.3
TOULOUSE-FRANCAZAL;202102;24.9;;83.0;;10.8
TOULOUSE-FRANCAZAL;202103;14.8;;71.0;;10.5
TOULOUSE-FRANCAZAL;202104;25.9;;62.0;;12.0
TOULOUSE-FRANCAZAL;202105;65.4;;72.0;;15.2
TOULOUSE-FRANCAZAL;202106;68.0;;70.0;;21.4
TOULOUSE-FRANCAZAL;202107;53.4;;71.0;;21.8
TOULOUSE-FRANCAZAL;202108;11.6;;65.0;;22.1
TOULOUSE-FRANCAZAL;202109;97.2;;76.0;;21.1
TOULOUSE-FRANCAZAL;202110;46.1;;78.0;;14.7
TOULOUSE-FRANCAZAL;202111;53.5;;88.0;;8.5
TOULOUSE-FRANCAZAL;202112;71.9;;87.0;;8.3
TOULOUSE-FRANCAZAL;202201;84.2;;89.0;;4.5
TOULOUSE-FRANCAZAL;202202;1.6;;81.0;;7.9
TOULOUSE-FRANCAZAL;202203;9.0;;65.0;;12.8
TOULOUSE-FRANCAZAL;202204;44.5;;74.0;;12.5
TOULOUSE-FRANCAZAL;202205;5.2;;64.0;;19.7
TOULOUSE-FRANCAZAL;202206;53.7;;66.0;;23.2
TOULOUSE-FRANCAZAL;202207;2.8;;53.0;;25.4
TOULOUSE-FRANCAZAL;202208;12.2;;56.0;;26.2
TOULOUSE-FRANCAZAL;202209;52.8;;66.0;;20.9
TOULOUSE-FRANCAZAL;202210;7.0;;76.0;;19.7
TOULOUSE-FRANCAZAL;202211;90.7;;84.0;;12.3
TOULOUSE-FRANCAZAL;202212;24.2;;86.0;;9.1
TOULOUSE-FRANCAZAL;202301;74.2;;84.0;;6.0
TOULOUSE-FRANCAZAL;202302;9.5;;77.0;;6.9
TOULOUSE-FRANCAZAL;202303;36.4;;74.0;;11.5
TOULOUSE-FRANCAZAL;202304;53.3;;72.0;;13.5
TOULOUSE-FRANCAZAL;202305;85.2;;72.0;;17.3
TOULOUSE-FRANCAZAL;202306;131.5;;73.0;;22.3
TOULOUSE-FRANCAZAL;202307;14.3;;65.0;;23.6
TOULOUSE-FRANCAZAL;202308;34.4;;60.0;;24.7
TOULOUSE-FRANCAZAL;202309;14.7;;62.0;;22.8
TOULOUSE-FRANCAZAL;202310;42.6;;68.0;;18.7
TOULOUSE-FRANCAZAL;202311;87.1;;82.0;;11.2
TOULOUSE-FRANCAZAL;202312;47.8;;87.0;;8.3
BORDEAUX-PAULIN;202001;49.8;;;;9.5
BORDEAUX-PAULIN;202002;60.4;;;;11.6
BORDEAUX-PAULIN;202003;84.0;;;;11.4
BORDEAUX-PAULIN;202004;77.6;;;;16.5
BORDEAUX-PAULIN;202005;87.6;;;;19.3
BORDEAUX-PAULIN;202006;51.2;;;;19.6
BORDEAUX-PAULIN;202007;2.4;;;;23.6
BORDEAUX-PAULIN;202008;41.6;;;;23.9
BORDEAUX-PAULIN;202009;57.2;;;;20.9
BORDEAUX-PAULIN;202010;152.3;;;;14.6
BORDEAUX-PAULIN;202011;19.2;;;;12.8
BORDEAUX-PAULIN;202012;241.4;;;;9.1
BORDEAUX-PAULIN;202101;128.8;;;;6.9
BORDEAUX-PAULIN;202102;78.0;;;;11.5
BORDEAUX-PAULIN;202103;17.4;;;;11.4
BORDEAUX-PAULIN;202104;24.6;;;;13.8
BORDEAUX-PAULIN;202105;111.9;;;;15.6
BORDEAUX-PAULIN;202106;186.0;;;;21.3
BORDEAUX-PAULIN;202107;29.8;;;;21.8
BORDEAUX-PAULIN;202108;20.4;;;;21.2
BORDEAUX-PAULIN;202109;64.6;;;;21.2
BORDEAUX-PAULIN;202110;34.3;;;;15.5
BORDEAUX-PAULIN;202111;68.6;;;;9.3
BORDEAUX-PAULIN;202112;144.4;;;;8.9
BORDEAUX-PAULIN;202201;48.0;;;;6.4
BORDEAUX-PAULIN;202202;45.5;;;;10.5
BORDEAUX-PAULIN;202203;32.6;;;;12.5
BORDEAUX-PAULIN;202204;54.7;;;;13.9
BORDEAUX-PAULIN;202205;26.7;;;;20.4
BORDEAUX-PAULIN;202206;110.8;;;;22.6
BORDEAUX-PAULIN;202207;2.4;;;;25.0
BORDEAUX-PAULIN;202208;32.1;;;;26.0
BORDEAUX-PAULIN;202209;34.7;;;;20.7
BORDEAUX-PAULIN;202210;47.7;;;;19.8
BORDEAUX-PAULIN;202211;133.1;;;;13.0
BORDEAUX-PAULIN;202212;46.7;;;;9.1
BORDEAUX-PAULIN;202301;119.5;;;;7.8
BORDEAUX-PAULIN;202302;50.8;;;;8.2
BORDEAUX-PAULIN;202303;87.3;;;;12.7
BORDEAUX-PAULIN;202304;59.2;;;;14.5
BORDEAUX-PAULIN;202305;30.5;;;;18.6
BORDEAUX-PAULIN;202306;81.1;;;;23.5
BORDEAUX-PAULIN;202307;22.7;;;;23.1
BORDEAUX-PAULIN;202308;28.3;;;;23.7
BORDEAUX-PAULIN;202309;76.8;;;;23.3
BORDEAUX-PAULIN;202310;166.3;;;;18.6
BORDEAUX-PAULIN;202311;246.4;;;;12.1
BORDEAUX-PAULIN;202312;126.7;;;;9.5
BORDEAUX-MERIGNAC;202001;67.3;;84.0;5813.0;9.0
BORDEAUX-MERIGNAC;202002;60.7;;80.0;7839.0;11.0
BORDEAUX-MERIGNAC;202003;103.5;;77.0;9952.0;10.6
BORDEAUX-MERIGNAC;202004;115.8;;73.0;10772.0;15.6
BORDEAUX-MERIGNAC;202005;122.0;;67.0;17062.0;18.3
BORDEAUX-MERIGNAC;202006;91.6;;74.0;12567.0;18.7
BORDEAUX-MERIGNAC;202007;3.0;;64.0;18978.0;22.6
BORDEAUX-MERIGNAC;202008;66.8;;69.0;14014.0;23.0
BORDEAUX-MERIGNAC;202009;90.4;;70.0;13615.0;20.1
BORDEAUX-MERIGNAC;202010;179.3;;84.0;7176.0;14.1
BORDEAUX-MERIGNAC;202011;16.9;;82.0;10356.0;12.2
BORDEAUX-MERIGNAC;202012;241.3;;89.0;4275.0;8.6
BORDEAUX-MERIGNAC;202101;125.4;;86.0;5454.0;6.3
BORDEAUX-MERIGNAC;202102;77.3;;83.0;4808.0;10.9
BORDEAUX-MERIGNAC;202103;17.2;;71.0;11991.0;10.6
BORDEAUX-MERIGNAC;202104;23.7;;58.0;14600.0;12.8
BORDEAUX-MERIGNAC;202105;116.5;;72.0;12790.0;14.7
BORDEAUX-MERIGNAC;202106;141.6;;73.0;14444.0;20.7
BORDEAUX-MERIGNAC;202107;43.1;;75.0;11787.0;21.0
BORDEAUX-MERIGNAC;202108;29.2;;71.0;14279.0;20.6
BORDEAUX-MERIGNAC;202109;76.1;;76.0;11579.0;20.5
BORDEAUX-MERIGNAC;202110;32.1;;79.0;12403.0;14.9
BORDEAUX-MERIGNAC;202111;73.1;;88.0;6638.0;8.6
BORDEAUX-MERIGNAC;202112;151.3;;90.0;6716.0;8.7
BORDEAUX-MERIGNAC;202201;39.6;;87.0;8069.0;6.0
BORDEAUX-MERIGNAC;202202;48.9;;82.0;7513.0;9.6
BORDEAUX-MERIGNAC;202203;35.0;;70.0;9412.0;11.8
BORDEAUX-MERIGNAC;202204;64.6;;74.0;10578.0;13.1
BORDEAUX-MERIGNAC;202205;19.1;;66.0;17050.0;19.3
BORDEAUX-MERIGNAC;202206;99.8;;68.0;14852.0;21.8
BORDEAUX-MERIGNAC;202207;3.0;;56.0;20996.0;24.2
BORDEAUX-MERIGNAC;202208;26.3;;61.0;12086.0;25.3
BORDEAUX-MERIGNAC;202209;39.4;;65.0;13855.0;20.0
BORDEAUX-MERIGNAC;202210;57.5;;78.0;7477.0;19.3
BORDEAUX-MERIGNAC;202211;147.7;;86.0;6338.0;12.5
BORDEAUX-MERIGNAC;202212;58.1;;85.0;5165.0;8.7
BORDEAUX-MERIGNAC;202301;119.5;;84.0;3581.0;7.3
BORDEAUX-MERIGNAC;202302;53.2;;76.0;10095.0;7.5
BORDEAUX-MERIGNAC;202303;86.9;;75.0;6911.0;11.9
BORDEAUX-MERIGNAC;202304;58.7;;71.0;12243.0;13.7
BORDEAUX-MERIGNAC;202305;53.8;;67.0;15818.0;17.6
BORDEAUX-MERIGNAC;202306;102.2;;70.0;14774.0;22.5
BORDEAUX-MERIGNAC;202307;21.9;;69.0;13824.0;22.2
BORDEAUX-MERIGNAC;202308;33.7;;68.0;14677.0;23.0
BORDEAUX-MERIGNAC;202309;93.3;;70.0;14395.0;22.6
BORDEAUX-MERIGNAC;202310;187.6;;75.0;10520.0;18.0
BORDEAUX-MERIGNAC;202311;247.4;;86.0;5148.0;11.7
BORDEAUX-MERIGNAC;202312;128.2;;91.0;3944.0;9.2
MONTPELLIER-AEROPORT;202001;39.6;;79.0;6314.0;8.7
MONTPELLIER-AEROPORT;202002;6.6;;70.0;10473.0;11.5
MONTPELLIER-AEROPORT;202003;15.7;;70.0;11678.0;11.3
MONTPELLIER-AEROPORT;202004;65.9;;77.0;13136.0;14.0
MONTPELLIER-AEROPORT;202005;61.0;;68.0;17771.0;19.4
MONTPELLIER-AEROPORT;202006;18.3;;61.0;19416.0;21.8
MONTPELLIER-AEROPORT;202007;6.9;;57.0;22390.0;25.3
MONTPELLIER-AEROPORT;202008;39.0;;62.0;19316.0;24.8
MONTPELLIER-AEROPORT;202009;18.1;;68.0;14589.0;20.7
MONTPELLIER-AEROPORT;202010;17.8;;70.0;9201.0;15.2
MONTPELLIER-AEROPORT;202011;24.1;;77.0;8812.0;12.9
MONTPELLIER-AEROPORT;202012;49.0;;79.0;5971.0;8.1
MONTPELLIER-AEROPORT;202101;16.2;;67.0;9445.0;7.2
MONTPELLIER-AEROPORT;202102;38.5;;82.0;6274.0;10.6
MONTPELLIER-AEROPORT;202103;5.2;;63.0;14987.0;10.9
MONTPELLIER-AEROPORT;202104;42.2;;60.0;14656.0;12.7
MONTPELLIER-AEROPORT;202105;47.2;;64.0;16456.0;16.5
MONTPELLIER-AEROPORT;202106;9.9;;63.0;18588.0;23.1
MONTPELLIER-AEROPORT;202107;38.1;;61.0;19779.0;24.4
MONTPELLIER-AEROPORT;202108;35.6;;59.0;20782.0;23.6
MONTPELLIER-AEROPORT;202109;129.0;;76.0;12473.0;21.0
MONTPELLIER-AEROPORT;202110;121.7;;72.0;12888.0;15.6
MONTPELLIER-AEROPORT;202111;66.4;;71.0;9665.0;10.7
MONTPELLIER-AEROPORT;202112;26.5;;75.0;8852.0;8.6
MONTPELLIER-AEROPORT;202201;0.2;;67.0;12504.0;6.9
MONTPELLIER-AEROPORT;202202;5.0;;62.0;11287.0;10.8
MONTPELLIER-AEROPORT;202203;96.4;;74.0;7706.0;10.4
MONTPELLIER-AEROPORT;202204;16.4;;65.0;14342.0;13.9
MONTPELLIER-AEROPORT;202205;7.9;;66.0;19228.0;19.7
