NOM_USUEL;AAAAMM;RR;RR_ME;UMM;INST;TM
NICE;196409;27.9;;73.0;14688.0;20.7
NICE;196410;122.7;;70.0;12312.0;15.5
NICE;196411;23.2;;;8340.0;12.7
NICE;196412;118.3;;;7128.0;8.9
NICE;196501;57.8;;66.0;8760.0;8.6
NICE;196502;27.0;;63.0;11040.0;6.9
NICE;196503;90.2;;;12054.0;10.2
NICE;196504;1.6;;66.0;15990.0;12.9
NICE;196505;11.6;;74.0;18600.0;15.8
NICE;196506;35.2;;81.0;19422.0;18.9
NICE;196507;8.8;;;22542.0;21.8
NICE;196508;171.6;;;19200.0;21.7
NICE;196509;154.3;;74.0;13296.0;18.3
NICE;196510;69.0;;;11934.0;16.9
NICE;196511;89.8;;;8736.0;11.9
NICE;196512;26.3;;67.0;8628.0;9.9
NICE;196601;31.5;;;7200.0;8.0
NICE;196602;151.3;;;7518.0;11.0
NICE;196603;21.3;;57.0;16572.0;10.7
NICE;196604;132.3;;75.0;14658.0;14.2
NICE;196605;7.2;;71.0;15906.0;17.3
NICE;196606;83.5;;74.0;20484.0;20.7
NICE;196607;21.8;;77.0;21192.0;20.9
NICE;196608;41.8;;77.0;17880.0;21.1
NICE;196609;85.7;;80.0;13956.0;20.1
NICE;196610;213.1;;;11202.0;17.6
NICE;196611;245.8;;67.0;8568.0;10.6
NICE;196612;48.4;;67.0;10200.0;9.4
NICE;196701;6.7;;72.0;8022.0;8.1
NICE;196702;43.2;;66.0;7506.0;9.2
NICE;196703;44.3;;68.0;14976.0;11.9
NICE;196704;43.3;;63.0;17568.0;13.3
NICE;196705;11.4;;;18018.0;16.7
NICE;196706;30.7;;71.0;17964.0;19.2
NICE;196707;12.8;;74.0;20544.0;23.7
NICE;196708;8.5;;;18234.0;23.2
NICE;196709;25.3;;75.0;15456.0;19.8
NICE;196710;10.2;;76.0;13710.0;18.0
NICE;196711;138.3;;78.0;8964.0;13.3
NICE;196712;37.7;;63.0;9210.0;9.2
NICE;196801;4.2;;58.0;12756.0;8.0
NICE;196802;222.3;;78.0;6372.0;9.5
NICE;196803;33.7;;68.0;12822.0;11.0
NICE;196804;79.9;;;14700.0;13.8
NICE;196805;93.1;;72.0;13674.0;16.6
NICE;196806;21.7;;;16884.0;19.5
NICE;196807;0.0;;;21726.0;22.9
NICE;196808;104.5;;72.0;16506.0;21.2
NICE;196809;199.9;;76.0;14796.0;19.3
NICE;196810;87.1;;80.0;12702.0;17.5
NICE;196811;244.2;;76.0;8172.0;12.6
NICE;196812;24.3;;68.0;7464.0;9.1
NICE;196901;153.0;;66.0;9690.0;8.7
NICE;196902;117.2;;64.0;8724.0;7.3
NICE;196903;131.4;;76.0;9126.0;10.5
NICE;196904;34.0;;64.0;12600.0;12.9
NICE;196905;58.3;;79.0;15012.0;16.2
NICE;196906;34.1;;77.0;15474.0;18.4
NICE;196907;72.6;;70.0;19842.0;22.5
NICE;196908;12.9;;68.0;17766.0;23.0
NICE;196909;25.1;;78.0;14226.0;20.3
NICE;196910;4.6;;71.0;13422.0;18.4
NICE;196911;112.7;;69.0;10038.0;12.6
NICE;196912;51.4;;62.0;9306.0;8.0
NICE;197001;210.4;;78.0;7308.0;9.3
NICE;197002;42.3;;63.0;11112.0;9.4
NICE;197003;31.7;;;10836.0;9.5
NICE;197004;2.0;;;16968.0;12.8
NICE;197005;25.7;;79.0;17358.0;15.4
NICE;197006;9.9;;80.0;15606.0;20.9
NICE;197007;1.4;;70.0;22698.0;22.3
NICE;197008;20.4;;79.0;18066.0;22.9
NICE;197009;0.7;;75.0;15840.0;21.3
NICE;197010;40.4;;70.0;13374.0;16.6
NICE;197011;120.1;;73.0;10446.0;13.1
NICE;197012;72.4;;68.0;9930.0;8.8
NICE;197101;100.0;;66.0;8622.0;8.3
NICE;197102;38.3;;68.0;12360.0;9.2
NICE;197103;163.5;;71.0;10848.0;8.0
NICE;197104;112.7;;75.0;11154.0;14.3
NICE;197105;104.0;;79.0;13470.0;16.5
NICE;197106;38.7;;76.0;17844.0;18.7
NICE;197107;11.0;;67.0;20418.0;23.5
NICE;197108;11.5;;72.0;19380.0;24.2
NICE;197109;58.1;;70.0;13572.0;20.4
NICE;197110;6.4;;69.0;12486.0;17.2
NICE;197111;120.5;;68.0;9318.0;11.8
NICE;197112;75.2;;68.0;9258.0;9.7
NICE;197201;57.1;;72.0;6072.0;8.6
NICE;197202;226.7;;73.0;5700.0;10.2
NICE;197203;128.6;;72.0;11118.0;11.7
NICE;197204;65.8;;77.0;12150.0;12.9
NICE;197205;73.2;;76.0;15828.0;15.2
NICE;197206;88.2;;79.0;14964.0;18.7
NICE;197207;6.4;;71.0;20088.0;22.3
NICE;197208;28.8;;68.0;18552.0;21.5
NICE;197209;141.6;;73.0;11358.0;17.8
NICE;197210;160.0;;74.0;11424.0;15.5
NICE;197211;55.7;;69.0;10410.0;13.2
NICE;197212;57.2;;64.0;8814.0;9.9
NICE;197301;98.5;;66.0;10776.0;9.0
NICE;197302;6.0;;52.0;11322.0;9.0
NICE;197303;2.1;;56.0;14850.0;10.3
NICE;197304;31.9;;63.0;16014.0;12.0
NICE;197305;14.3;;77.0;15510.0;16.8
NICE;197306;78.2;;77.0;19512.0;20.5
NICE;197307;18.1;;71.0;20952.0;23.1
NICE;197308;29.4;;67.0;18060.0;24.3
NICE;197309;36.1;;69.0;15438.0;21.6
NICE;197310;199.4;;67.0;15018.0;16.8
NICE;197311;12.6;;72.0;11112.0;12.2
NICE;197312;184.4;;64.0;9774.0;9.1
NICE;197401;104.5;;80.0;7722.0;10.0
NICE;197402;144.7;;68.0;7608.0;10.1
NICE;197403;71.2;;69.0;10608.0;11.3
NICE;197404;57.3;;71.0;12900.0;13.0
NICE;197405;90.5;;75.0;16608.0;15.7
NICE;197406;20.3;;71.0;19122.0;19.6
NICE;197407;2.1;;73.0;21702.0;21.7
NICE;197408;25.6;;66.0;20070.0;23.5
NICE;197409;118.3;;67.0;15630.0;19.9
NICE;197410;16.8;;61.0;14928.0;12.8
NICE;197411;57.6;;68.0;9138.0;11.6
NICE;197412;52.3;;65.0;11604.0;9.9
NICE;197501;63.4;;73.0;8478.0;10.0
NICE;197502;84.7;;64.0;10908.0;9.4
NICE;197503;147.9;;71.0;10470.0;9.7
NICE;197504;28.5;;65.0;17730.0;13.1
NICE;197505;111.0;;77.0;16386.0;16.1
NICE;197506;53.1;;78.0;17736.0;18.7
NICE;197507;4.2;;71.0;22662.0;22.7
NICE;197508;34.3;;74.0;15072.0;23.2
NICE;197509;86.2;;78.0;12996.0;20.9
NICE;197510;62.7;;73.0;13350.0;16.0
NICE;197511;252.1;;80.0;6318.0;11.6
NICE;197512;96.3;;73.0;9228.0;9.9
NICE;197601;31.9;;63.0;11460.0;8.9
NICE;197602;44.2;;69.0;9114.0;10.3
NICE;197603;68.8;;77.0;10488.0;10.2
NICE;197604;58.3;;75.0;9906.0;12.4
NICE;197605;52.7;;;18858.0;17.0
NICE;197606;12.9;;73.0;15576.0;21.1
NICE;197607;66.8;;75.0;18432.0;23.1
NICE;197608;72.6;;76.0;17136.0;21.4
NICE;197609;115.4;;77.0;14064.0;18.4
NICE;197610;252.5;;;9918.0;15.9
NICE;197611;93.2;;70.0;10986.0;12.0
NICE;197612;69.3;;66.0;7656.0;9.5
NICE;197701;230.0;;73.0;6498.0;9.0
NICE;197702;145.1;;72.0;10002.0;10.5
NICE;197703;97.6;;75.0;11166.0;12.1
NICE;197704;50.8;;70.0;15432.0;13.0
NICE;197705;82.1;;73.0;15150.0;15.9
NICE;197706;2.6;;72.0;17862.0;19.2
NICE;197707;52.7;;77.0;19014.0;21.8
NICE;197708;70.2;;78.0;16308.0;20.9
NICE;197709;9.5;;;11982.0;19.5
NICE;197710;43.3;;82.0;10470.0;17.9
NICE;197711;45.6;;63.0;11976.0;12.6
NICE;197712;138.4;;72.0;9162.0;9.8
NICE;197801;263.9;;68.0;8520.0;8.6
NICE;197802;136.7;;69.0;7092.0;8.7
NICE;197803;76.0;;68.0;12384.0;12.0
NICE;197804;64.6;;;9384.0;12.2
NICE;197805;41.0;;;14886.0;15.4
NICE;197806;11.1;;72.0;18072.0;19.4
NICE;197807;9.1;;;21222.0;21.5
NICE;197808;23.4;;69.0;18228.0;22.5
NICE;197809;14.3;;;15300.0;20.3
NICE;197810;35.1;;69.0;13878.0;16.7
NICE;197811;7.3;;64.0;11946.0;12.6
NICE;197812;112.8;;70.0;6732.0;10.5
NICE;197901;147.2;;;8070.0;7.6
NICE;197902;99.8;;78.0;5772.0;9.6
NICE;197903;186.5;;72.0;12318.0;11.0
NICE;197904;56.0;;71.0;13368.0;12.6
NICE;197905;12.0;;64.0;20832.0;16.9
NICE;197906;10.0;;66.0;19440.0;21.6
NICE;197907;35.3;;76.0;18948.0;22.8
NICE;197908;31.3;;73.0;19404.0;22.8
NICE;197909;119.6;;75.0;13062.0;20.3
NICE;197910;334.4;;82.0;8958.0;16.8
NICE;197911;81.9;;69.0;11112.0;11.5
NICE;197912;89.9;;64.0;9624.0;10.7
NICE;198001;59.2;;68.0;6918.0;8.7
NICE;198002;3.0;;;11100.0;10.7
NICE;198003;101.2;;74.0;11328.0;11.1
NICE;198004;34.8;;67.0;14544.0;12.2
NICE;198005;56.7;;;12138.0;15.0
NICE;198006;53.5;;77.0;18108.0;18.8
NICE;198007;6.4;;;18768.0;20.6
NICE;198008;39.2;;76.0;18054.0;23.3
NICE;198009;3.0;;78.0;14154.0;21.2
NICE;198010;83.4;;69.0;12960.0;16.2
NICE;198011;97.6;;75.0;8118.0;11.8
NICE;198012;0.0;;52.0;10974.0;8.3
NICE;198101;12.0;;51.0;12636.0;8.2
NICE;198102;23.8;;67.0;8784.0;8.4
NICE;198103;48.2;;77.0;8274.0;11.9
NICE;198104;85.5;;76.0;11592.0;14.0
NICE;198105;37.9;;;16506.0;16.1
NICE;198106;20.0;;76.0;17964.0;20.6
NICE;198107;20.3;;71.0;20202.0;21.7
NICE;198108;3.6;;73.0;18624.0;23.7
NICE;198109;31.0;;83.0;13356.0;21.0
NICE;198110;57.9;;76.0;12888.0;17.0
NICE;198111;1.0;;72.0;9492.0;12.3
NICE;198112;210.2;;68.0;8052.0;9.5
NICE;198201;22.3;;;8880.0;10.4
NICE;198202;33.5;;71.0;8886.0;9.4
NICE;198203;29.9;;;14250.0;10.4
NICE;198204;21.0;;75.0;12612.0;13.1
NICE;198205;7.0;;73.0;17538.0;16.9
NICE;198206;9.4;;;15624.0;21.5
NICE;198207;37.8;;;18522.0;24.7
NICE;198208;7.7;;65.0;18600.0;23.4
NICE;198209;15.2;;60.0;15108.0;22.5
NICE;198210;125.9;;;12186.0;16.5
NICE;198211;182.2;;77.0;8106.0;13.4
NICE;198212;41.3;;64.0;9264.0;10.5
NICE;198301;0.0;;64.0;11718.0;10.1
NICE;198302;51.5;;;9834.0;7.8
NICE;198303;96.0;;78.0;11484.0;11.5
NICE;198304;60.1;;73.0;11874.0;13.4
NICE;198305;23.7;;;15426.0;16.6
NICE;198306;92.7;;75.0;16194.0;20.8
NICE;198307;2.1;;74.0;19752.0;25.3
NICE;198308;33.0;;;15816.0;23.9
NICE;198309;3.6;;69.0;15696.0;21.8
NICE;198310;77.8;;64.0;13932.0;17.7
NICE;198311;2.0;;65.0;9036.0;13.7
NICE;198312;173.8;;65.0;10302.0;9.9
NICE;198401;29.2;;;10038.0;8.7
NICE;198402;19.4;;57.0;10116.0;8.3
NICE;198403;42.8;;58.0;12492.0;10.3
NICE;198404;32.6;;;15924.0;12.8
NICE;198405;246.1;;76.0;12606.0;14.2
NICE;198406;70.6;;;16344.0;18.7
NICE;198407;0.0;;72.0;21228.0;22.6
NICE;198408;32.4;;72.0;17142.0;22.2
NICE;198409;23.2;;67.0;14334.0;19.6
NICE;198410;184.0;;69.0;13092.0;16.6
NICE;198411;105.3;;69.0;8496.0;13.9
NICE;198412;52.2;;;10848.0;10.2
NICE;198501;130.9;;67.0;8034.0;5.3
NICE;198502;18.4;;74.0;6738.0;9.3
NICE;198503;92.6;;62.0;11562.0;10.4
NICE;198504;16.0;;65.0;15666.0;14.1
NICE;198505;104.1;;;12576.0;16.1
NICE;198506;15.9;;;19020.0;20.1
NICE;198507;1.8;;74.0;19776.0;24.0
NICE;198508;0.8;;;21042.0;23.3
NICE;198509;3.5;;;16668.0;22.2
NICE;198510;16.3;;;12012.0;18.4
NICE;198511;96.6;;67.0;7992.0;11.1
NICE;198512;54.4;;;7422.0;10.6
NICE;198601;182.0;;;10038.0;8.7
NICE;198602;78.2;;;6378.0;7.5
NICE;198603;35.4;;63.0;11586.0;11.7
NICE;198604;120.6;;;9084.0;12.8
NICE;198605;21.6;;;17226.0;18.8
NICE;198606;5.2;;73.0;15762.0;20.6
NICE;198607;1.0;;;19218.0;23.5
NICE;198608;21.6;;;19686.0;24.3
NICE;198609;63.7;;;14028.0;21.0
NICE;198610;2.6;;;12432.0;18.7
NICE;198611;48.9;;;10410.0;13.9
NICE;198612;16.0;;;11130.0;9.7
NICE;198701;95.8;;;9384.0;8.0
NICE;198702;77.0;;;5868.0;9.1
NICE;198703;23.2;;;9756.0;9.4
NICE;198704;63.1;;;13710.0;13.4
NICE;198705;21.2;;;16224.0;15.6
NICE;198706;40.3;;;19968.0;19.9
NICE;198707;34.0;;;18930.0;24.3
NICE;198708;26.1;;72.0;18306.0;24.2
NICE;198709;12.2;;;14532.0;23.1
NICE;198710;379.3;;;9372.0;17.9
NICE;198711;70.9;;70.0;9630.0;13.1
NICE;198712;91.2;;;7602.0;11.3
NICE;198801;87.9;;69.0;7176.0;10.7
NICE;198802;18.4;;59.0;12768.0;10.2
NICE;198803;59.6;;61.0;14514.0;11.6
NICE;198804;53.6;;83.0;10260.0;13.9
NICE;198805;44.2;;83.0;13206.0;17.7
NICE;198806;63.0;;84.0;15096.0;19.9
NICE;198807;5.6;;79.0;21534.0;23.6
NICE;198808;3.2;;76.0;19308.0;24.5
NICE;198809;9.5;;72.0;15510.0;20.5
NICE;198810;124.3;;77.0;9996.0;18.6
NICE;198811;17.9;;67.0;10344.0;12.0
NICE;198812;64.8;;72.0;10926.0;10.4
NICE;198901;1.4;;73.0;10644.0;9.8
NICE;198902;68.4;;73.0;10782.0;10.8
NICE;198903;2.0;;74.0;14430.0;13.0
NICE;198904;183.2;;;10914.0;13.1
NICE;198905;4.2;;77.0;17862.0;17.6
NICE;198906;5.3;;75.0;13404.0;20.4
NICE;198907;10.7;;;18426.0;24.1
NICE;198908;0.9;;75.0;19278.0;24.3
NICE;198909;63.9;;82.0;12960.0;20.5
NICE;198910;15.4;;80.0;13896.0;16.7
NICE;198911;59.0;;79.0;9822.0;12.7
NICE;198912;20.5;;78.0;9294.0;10.6
NICE;199001;18.7;;72.0;10986.0;9.7
NICE;199002;9.3;;71.0;11760.0;13.4
NICE;199003;13.6;;69.0;12042.0;12.7
NICE;199004;61.1;;77.0;13830.0;13.0
NICE;199005;12.6;;77.0;16872.0;18.4
NICE;199006;10.9;;79.0;18252.0;20.8
NICE;199007;17.0;;;19116.0;23.5
NICE;199008;6.2;;73.0;17886.0;24.2
NICE;199009;19.0;;74.0;15000.0;20.9
NICE;199010;253.2;;;9996.0;18.1
NICE;199011;78.0;;;10416.0;11.9
NICE;199012;152.6;;65.0;9324.0;8.1
NICE;199101;12.0;;65.0;10151.0;9.6
NICE;199102;133.3;;70.0;8136.0;7.7
NICE;199103;53.4;;78.0;10127.0;13.2
NICE;199104;80.4;;76.0;14209.0;12.5
NICE;199105;55.5;;82.0;14029.0;14.6
NICE;199106;28.8;;85.0;16684.0;19.2
NICE;199107;5.7;;84.0;21549.0;23.4
NICE;199108;8.4;;87.0;19489.0;24.3
NICE;199109;217.6;;87.0;13327.0;22.1
NICE;199110;157.6;;79.0;11625.0;15.9
NICE;199111;119.0;;73.0;10009.0;12.3
NICE;199112;0.0;;58.0;13024.0;9.0
NICE;199201;68.0;;67.0;9056.0;9.6
NICE;199202;44.2;;70.0;10694.0;9.7
NICE;199203;66.0;;74.0;10662.0;11.4
NICE;199204;32.8;;;12544.0;13.2
NICE;199205;9.2;;71.0;13511.0;18.9
NICE;199206;137.8;;78.0;13914.0;19.4
NICE;199207;14.8;;81.0;19068.0;22.8
NICE;199208;4.0;;80.0;19058.0;24.6
NICE;199209;60.4;;76.0;15777.0;20.4
NICE;199210;418.8;;78.0;8094.0;15.5
NICE;199211;20.4;;80.0;8793.0;13.4
NICE;199212;103.6;;74.0;8191.0;10.4
NICE;199301;0.0;;;8332.0;9.7
NICE;199302;19.0;;;10882.0;9.4
NICE;199303;14.2;;68.0;10170.0;10.2
NICE;199304;146.8;;;11022.0;13.1
NICE;199305;11.4;;70.0;15885.0;17.4
NICE;199306;5.2;;66.0;19371.0;21.3
NICE;199307;8.0;;67.0;19243.0;22.0
NICE;199308;26.4;;67.0;19629.0;23.9
NICE;199309;209.8;;67.0;13473.0;19.9
NICE;199310;332.9;;74.0;6800.0;15.7
NICE;199311;105.8;;71.0;6817.0;11.6
NICE;199312;35.2;;61.0;10878.0;10.6
NICE;199401;175.4;;64.0;10269.0;9.7
NICE;199402;123.3;;68.0;8586.0;9.2
NICE;199403;20.6;;75.0;13762.0;12.4
NICE;199404;59.4;;61.0;14199.0;13.1
NICE;199405;24.6;;75.0;15043.0;17.3
NICE;199406;20.0;;68.0;16900.0;20.4
NICE;199407;22.8;;66.0;20504.0;25.4
NICE;199408;33.0;;68.0;20223.0;25.0
NICE;199409;139.2;;71.0;12236.0;20.0
NICE;199410;62.6;;72.0;10862.0;16.6
NICE;199411;141.8;;79.0;8893.0;14.5
NICE;199412;38.8;;71.0;6863.0;11.2
NICE;199501;60.4;;54.0;11484.0;8.8
NICE;199502;55.6;;70.0;10675.0;11.3
NICE;199503;18.2;;58.0;15593.0;10.9
NICE;199504;92.8;;77.0;11906.0;12.9
NICE;199505;58.4;;74.0;15186.0;16.3
NICE;199506;19.6;;72.0;18454.0;19.4
NICE;199507;3.4;;70.0;20658.0;24.7
NICE;199508;37.2;;69.0;15793.0;23.7
NICE;199509;88.0;;72.0;14886.0;19.2
NICE;199510;55.6;;79.0;12975.0;18.4
NICE;199511;126.6;;72.0;9691.0;12.8
NICE;199512;101.6;;75.0;6616.0;10.0
NICE;199601;223.8;;80.0;5919.0;10.5
NICE;199602;59.6;;69.0;10104.0;8.6
NICE;199603;27.2;;74.0;9013.0;10.7
NICE;199604;51.8;;79.0;10384.0;13.8
NICE;199605;18.8;;79.0;17037.0;16.7
NICE;199606;12.6;;73.0;17898.0;21.2
NICE;199607;27.4;;72.0;18349.0;22.9
NICE;199608;15.0;;73.0;19554.0;22.9
NICE;199609;180.6;;72.0;14560.0;18.8
NICE;199610;125.0;;;10358.0;16.7
NICE;199611;145.0;;75.0;8311.0;12.5
NICE;199612;185.8;;74.0;4795.0;10.1
NICE;199701;164.8;;75.0;8002.0;9.9
NICE;199702;2.4;;70.0;10776.0;11.2
NICE;199703;3.4;;67.0;16969.0;12.9
NICE;199704;17.4;;69.0;15835.0;13.3
NICE;199705;12.4;;70.0;16852.0;17.7
NICE;199706;112.6;;78.0;15106.0;20.2
NICE;199707;4.2;;74.0;20724.0;22.3
NICE;199708;38.0;;73.0;16043.0;24.1
NICE;199709;2.8;;73.0;16020.0;22.1
NICE;199710;23.4;;70.0;11605.0;18.4
NICE;199711;202.6;;74.0;8414.0;13.1
